10,-0.013068,120
10,-9.243541,120
19,-5.309713,120
24,-1.131432,120
25,-2.241736,120
27,-1.031478,120
29,-2.409647,120
31,-0.508963,120
31,-2.409050,120
34,-0.903724,120
35,-0.300906,120
35,-2.247692,120
37,-4.358731,120
42,-0.133217,120
42,-0.306704,120
42,-1.209733,120
43,-1.501802,120
45,-1.804934,120
47,-1.612769,120
48,-4.244925,120
52,-0.643065,120
53,-1.460787,120
55,-1.547329,120
56,-1.281812,120
57,-0.707681,120
58,-1.687190,120
60,-0.291821,120
60,-3.265904,120
63,-2.188889,120
66,-0.212122,120
66,-1.212665,120
67,-0.283607,120
67,-0.502796,120
68,-2.788234,120
71,-0.424972,120
71,-2.221004,120
73,-0.099993,120
73,-0.973071,120
74,-3.490901,120
78,-3.231698,120
81,-8.385980,120
89,-0.043659,120
89,-1.107883,120
91,-1.806020,120
92,-1.165744,120
94,-1.989503,120
96,-2.727825,120
98,-0.228680,120
98,-3.948742,120
102,-0.170751,120
103,-5.817176,120
108,-2.800245,120
111,-4.279298,120
115,-0.191609,120
116,-1.334199,120
117,-4.138630,120
121,-3.876364,120
125,-1.967243,120
127,-3.266130,120
130,-0.625643,120
131,-0.377620,120
131,-2.495137,120
134,-2.603500,120
136,-2.050670,120
138,-0.993415,120
139,-0.718539,120
140,-0.966243,120
141,-4.484952,120
146,-2.314277,120
148,-1.900349,120
150,-0.605620,120
150,-2.740771,120
153,-1.880792,120
155,-2.270644,120
157,-0.530165,120
158,-0.082800,120
158,-2.774769,120
161,-4.720717,120
165,-1.341717,120
167,-0.959582,120
168,-0.298243,120
168,-0.909245,120
169,-2.371958,120
171,-2.078017,120
173,-0.293506,120
174,-1.400983,120
175,-2.062477,120
177,-2.224603,120
179,-1.026533,120
180,-1.113274,120
181,-0.930586,120
182,-3.369819,120
186,-1.021212,120
187,-3.255160,120
190,-1.171858,120
191,-0.957486,120
192,-2.329447,120
195,-1.364284,120
196,-2.154902,120
198,-3.386175,120
10,-0.022769,120
10,-0.007088,120
10,-2.552357,120
12,-1.500619,120
14,-0.113547,120
14,-0.660999,120
15,-3.781589,120
18,-1.297512,120
20,-3.305660,120
23,-4.312836,120
27,-2.820433,120
30,-0.361649,120
30,-2.469384,120
33,-1.349093,120
34,-4.104950,120
38,-3.575113,120
42,-2.047461,120
44,-2.350673,120
46,-2.366831,120
49,-0.273107,120
49,-1.863258,120
51,-1.278339,120
52,-1.826021,120
54,-4.074229,120
58,-1.473495,120
59,-1.379591,120
61,-0.720091,120
62,-2.762194,120
64,-1.494057,120
66,-0.114297,120
66,-2.093605,120
68,-7.727200,120
76,-0.332737,120
76,-0.615166,120
77,-0.254803,120
77,-1.517823,120
78,-2.032055,120
81,-0.361577,120
81,-3.549224,120
84,-3.357470,120
88,-2.790422,120
91,-0.326523,120
91,-3.250297,120
94,-0.320874,120
94,-5.415710,120
100,-1.556397,120
101,-2.632471,120
104,-4.810125,120
109,-0.985157,120
110,-5.215049,120
115,-0.513420,120
116,-1.915834,120
118,-0.442520,120
118,-3.871134,120
122,-0.068169,120
122,-1.378185,120
123,-6.054945,120
129,-0.870114,120
130,-1.569944,120
132,-1.647948,120
133,-2.449377,120
136,-0.005239,120
136,-1.782067,120
138,-0.531393,120
138,-0.011796,120
138,-0.854216,120
139,-0.471789,120
140,-1.724682,120
141,-0.588334,120
142,-7.086221,120
149,-2.862348,120
152,-3.448565,120
155,-5.233304,120
160,-3.964007,120
164,-0.392695,120
165,-1.283915,120
166,-0.489429,120
167,-1.884051,120
168,-1.409378,120
170,-2.466551,120
172,-0.140359,120
173,-1.348720,120
174,-2.094769,120
176,-3.163529,120
179,-0.091667,120
179,-2.262591,120
181,-1.200478,120
183,-1.563657,120
184,-3.454242,120
188,-1.040571,120
189,-0.204622,120
189,-0.024561,120
189,-3.947092,120
193,-3.016275,120
196,-1.278092,120
197,-0.877468,120
198,-1.218065,120
199,-0.295485,120
200,-1.371098,120
201,-4.285544,120
10,-0.021606,120
10,-0.993318,120
11,-0.031742,120
11,-1.698006,120
12,-0.452828,120
13,-4.398783,120
17,-0.764863,120
18,-0.947592,120
19,-1.072381,120
20,-2.689150,120
23,-0.565729,120
23,-1.453495,120
25,-6.217142,120
31,-4.046964,120
35,-5.859894,120
41,-2.408717,120
43,-0.107685,120
43,-1.727883,120
45,-3.691843,120
49,-1.127428,120
50,-2.774194,120
53,-0.741044,120
53,-1.518560,120
55,-0.214403,120
55,-0.062287,120
55,-4.299835,120
59,-0.658842,120
60,-2.796576,120
63,-2.289043,120
65,-0.011346,120
65,-4.503520,120
70,-3.753836,120
73,-0.249889,120
74,-0.789028,120
75,-0.894867,120
75,-2.402774,120
78,-5.004720,120
83,-3.045071,120
86,-2.058508,120
88,-4.226214,120
92,-1.921107,120
94,-2.075679,120
96,-0.461505,120
97,-1.167450,120
98,-0.619685,120
98,-0.143428,120
99,-3.196609,120
102,-0.458487,120
102,-0.330752,120
103,-3.345324,120
106,-0.134331,120
106,-0.937565,120
107,-0.607201,120
108,-0.540411,120
108,-2.778445,120
111,-5.736328,120
117,-0.535648,120
117,-1.001381,120
118,-0.700607,120
119,-1.285455,120
120,-0.333815,120
120,-1.183904,120
122,-3.110248,120
125,-1.486010,120
126,-2.353167,120
129,-3.548055,120
132,-2.888508,120
135,-2.354164,120
137,-2.129499,120
140,-4.199716,120
144,-3.752543,120
147,-2.853685,120
150,-3.892732,120
154,-2.082652,120
156,-1.279598,120
158,-2.485075,120
160,-2.435821,120
163,-5.183276,120
168,-3.139829,120
171,-0.003433,120
171,-1.614979,120
172,-2.147718,120
175,-0.594749,120
175,-1.307667,120
176,-0.484440,120
177,-5.510370,120
182,-1.527406,120
184,-1.794481,120
186,-5.229799,120
191,-4.721038,120
196,-1.042431,120
197,-1.134483,120
198,-0.064035,120
198,-0.263720,120
198,-1.542922,120
200,-7.066027,120
207,-1.378906,120
208,-0.906529,120
209,-2.987556,120
212,-0.631480,120
